R
Wavelength,AG_APR02_A_PSPQ_405nm_2hr30min(ListNo.:164) Incident angle:0,AG_APR02_A_PSPQ_405nm_2hr30min(ListNo.:165) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:166) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:167) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:168) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:169) Incident angle:0,AG_APR02_E_PSPQ_405nm_2hr30min(ListNo.:170) Incident angle:0,AG_APR02_P_PSPQ_405nm_3hrmin(ListNo.:171) Incident angle:0,AG_APR02_P_PSPQ_405nm_3hrmin(ListNo.:172) Incident angle:0,AG_APR02_P_PSPQ_405nm_3hrmin(ListNo.:173) Incident angle:0,AG_APR02_K_PSPQ_405nm_3hr(ListNo.:174) Incident angle:0,AG_APR02_K_PSPQ_405nm_3hr(ListNo.:175) Incident angle:0,AG_APR02_K_PSPQ_405nm_3hr(ListNo.:176) Incident angle:0
416.749,0.1000680,0.1118329,0.0941856,0.1009370,0.0698872,0.0580889,0.0897069,0.1107299,0.1150415,0.1116323,0.1210576,0.1251352,0.0757362
417.982,0.1117781,0.1197955,0.0888570,0.0922502,0.0734875,0.0546249,0.0871936,0.1116450,0.1065552,0.1123437,0.1389575,0.1395563,0.0812055
419.216,0.1228849,0.1281823,0.0853785,0.0851824,0.0771710,0.0513383,0.0853785,0.1144485,0.0992105,0.1143831,0.1561731,0.1524126,0.0887139
420.450,0.1323942,0.1361089,0.0814685,0.0781031,0.0800715,0.0485445,0.0808335,0.1190278,0.0908027,0.1160751,0.1715410,0.1632227,0.0961684
421.684,0.1411553,0.1432973,0.0800304,0.0738838,0.0848111,0.0466896,0.0778263,0.1252609,0.0847180,0.1197352,0.1860133,0.1724472,0.1037477
422.917,0.1500954,0.1508969,0.0793172,0.0702850,0.0891201,0.0462093,0.0752481,0.1318460,0.0805503,0.1252799,0.1996340,0.1813846,0.1125176
424.151,0.1567261,0.1570377,0.0785656,0.0675957,0.0916858,0.0458741,0.0719899,0.1391493,0.0775372,0.1298311,0.2109834,0.1877659,0.1208558
425.385,0.1622733,0.1626483,0.0793399,0.0669967,0.0945579,0.0474977,0.0687779,0.1472115,0.0747463,0.1348372,0.2202080,0.1915844,0.1286812
426.619,0.1651984,0.1675322,0.0810589,0.0676788,0.0963683,0.0487287,0.0647538,0.1549922,0.0733109,0.1400873,0.2280541,0.1928923,0.1345174
427.852,0.1676295,0.1721815,0.0833718,0.0704185,0.0991052,0.0514162,0.0633919,0.1628026,0.0742678,0.1468553,0.2346264,0.1942389,0.1406231
429.086,0.1675032,0.1749175,0.0855522,0.0727814,0.1002295,0.0541699,0.0627342,0.1691373,0.0772905,0.1517364,0.2390438,0.1939829,0.1462286
430.320,0.1657941,0.1760653,0.0870783,0.0759890,0.0997734,0.0581431,0.0619001,0.1754291,0.0793521,0.1557047,0.2398137,0.1897300,0.1486451
431.554,0.1607360,0.1765221,0.0896989,0.0799397,0.0993051,0.0613391,0.0618286,0.1805910,0.0821424,0.1593900,0.2397886,0.1849658,0.1499061
432.788,0.1550019,0.1760462,0.0915613,0.0842388,0.0983299,0.0655635,0.0628561,0.1837071,0.0863617,0.1632781,0.2382870,0.1793075,0.1504792
434.021,0.1474797,0.1739867,0.0935125,0.0887154,0.0976331,0.0697423,0.0663905,0.1863792,0.0928052,0.1659916,0.2351496,0.1742942,0.1512621
435.255,0.1382539,0.1707334,0.0942893,0.0909240,0.0950612,0.0736963,0.0688800,0.1876524,0.0967284,0.1663493,0.2297646,0.1671212,0.1489981
436.491,0.1280558,0.1656975,0.0953857,0.0937491,0.0926992,0.0765494,0.0726895,0.1881775,0.1017777,0.1668092,0.2233798,0.1602010,0.1463980
437.730,0.1163680,0.1599983,0.0939800,0.0941348,0.0884991,0.0786521,0.0750292,0.1850802,0.1046321,0.1654172,0.2160456,0.1535574,0.1428125
438.968,0.1043525,0.1528748,0.0924928,0.0946914,0.0861760,0.0802616,0.0797352,0.1819511,0.1097095,0.1637436,0.2071567,0.1479514,0.1395908
440.207,0.0928592,0.1451695,0.0908887,0.0940292,0.0838997,0.0822986,0.0842999,0.1782983,0.1133646,0.1604408,0.1977261,0.1433530,0.1366102
441.445,0.0817936,0.1361082,0.0896360,0.0918723,0.0809358,0.0829271,0.0887476,0.1737578,0.1166861,0.1563575,0.1882172,0.1393861,0.1320951
442.684,0.0724001,0.1278823,0.0875679,0.0903313,0.0789094,0.0836378,0.0923271,0.1676441,0.1199607,0.1529675,0.1792502,0.1372164,0.1291105
443.922,0.0625818,0.1178996,0.0847151,0.0869191,0.0766130,0.0829146,0.0957973,0.1608935,0.1222455,0.1472968,0.1690577,0.1364009,0.1267156
445.161,0.0561251,0.1088306,0.0829484,0.0840778,0.0766426,0.0826347,0.0993561,0.1548537,0.1253010,0.1420538,0.1588694,0.1380696,0.1258344
446.399,0.0512407,0.0999384,0.0812794,0.0799443,0.0766067,0.0814383,0.1020045,0.1473328,0.1275613,0.1359213,0.1503844,0.1414840,0.1253362
447.638,0.0502540,0.0921108,0.0804642,0.0767644,0.0775365,0.0803356,0.1038539,0.1402735,0.1306217,0.1305895,0.1432013,0.1473516,0.1261497
448.876,0.0496702,0.0848683,0.0797605,0.0727864,0.0780579,0.0789420,0.1042191,0.1323776,0.1322466,0.1248141,0.1362412,0.1552645,0.1290051
450.115,0.0519716,0.0785571,0.0795233,0.0697286,0.0802895,0.0785238,0.1042431,0.1262978,0.1344933,0.1187685,0.1303622,0.1646102,0.1327609
451.353,0.0573160,0.0739092,0.0805668,0.0682655,0.0839463,0.0774915,0.1044260,0.1196336,0.1367338,0.1139899,0.1269671,0.1763075,0.1383559
452.592,0.0659689,0.0711915,0.0825986,0.0661751,0.0870652,0.0771012,0.1027672,0.1128344,0.1390501,0.1089518,0.1255128,0.1903822,0.1447881
453.830,0.0755094,0.0695021,0.0853584,0.0655555,0.0910862,0.0774303,0.1010401,0.1065234,0.1417634,0.1048120,0.1254880,0.2057124,0.1545462
455.069,0.0868547,0.0701137,0.0888367,0.0666098,0.0947120,0.0787851,0.0975080,0.1019322,0.1433067,0.1001979,0.1265658,0.2214547,0.1641886
456.307,0.1001980,0.0726906,0.0947675,0.0696736,0.1011563,0.0806766,0.0962582,0.0984943,0.1463395,0.0983523,0.1302609,0.2394743,0.1764379
457.546,0.1156238,0.0780683,0.1006230,0.0736144,0.1066091,0.0836625,0.0934254,0.0942093,0.1493667,0.0972024,0.1369314,0.2581493,0.1896301
458.784,0.1299355,0.0823647,0.1067276,0.0777448,0.1104452,0.0870929,0.0908466,0.0918572,0.1532879,0.0953583,0.1435788,0.2773763,0.2034213
460.023,0.1447684,0.0891989,0.1132040,0.0840734,0.1147159,0.0920382,0.0870971,0.0898626,0.1547614,0.0945457,0.1517008,0.2961005,0.2180008
461.261,0.1589944,0.0970548,0.1213279,0.0912773,0.1197898,0.0970924,0.0845244,0.0899267,0.1577938,0.0951790,0.1620707,0.3153626,0.2329767
462.500,0.1744890,0.1074648,0.1288899,0.1003481,0.1254634,0.1032098,0.0836297,0.0896920,0.1624774,0.0979006,0.1743384,0.3349331,0.2491571
463.738,0.1885278,0.1150627,0.1360689,0.1078217,0.1281114,0.1096320,0.0821391,0.0891160,0.1663525,0.0989969,0.1864913,0.3538620,0.2652362
464.977,0.2013690,0.1250819,0.1434227,0.1166900,0.1309677,0.1174494,0.0824386,0.0911723,0.1695479,0.1017667,0.1984831,0.3702713,0.2808078
466.215,0.2114169,0.1346084,0.1500940,0.1252009,0.1329824,0.1238460,0.0814929,0.0927586,0.1720448,0.1035986,0.2109911,0.3862105,0.2952714
467.454,0.2221528,0.1454148,0.1567161,0.1351805,0.1358127,0.1318612,0.0838506,0.0958236,0.1769082,0.1093772,0.2254325,0.4021827,0.3099154
468.692,0.2303281,0.1532019,0.1617266,0.1428592,0.1364758,0.1387382,0.0868629,0.0963976,0.1812000,0.1129622,0.2383276,0.4168611,0.3252713
469.931,0.2383843,0.1614675,0.1662129,0.1498722,0.1362550,0.1470662,0.0893374,0.0999010,0.1851532,0.1159941,0.2505160,0.4298922,0.3394820
471.169,0.2427018,0.1687675,0.1702189,0.1575302,0.1358848,0.1530518,0.0935478,0.1025874,0.1878420,0.1198789,0.2633520,0.4405372,0.3515507
472.408,0.2462640,0.1762823,0.1725467,0.1625434,0.1337372,0.1585586,0.0972106,0.1042253,0.1904779,0.1237339,0.2750702,0.4507299,0.3623190
473.646,0.2477463,0.1815783,0.1736962,0.1678054,0.1327509,0.1634910,0.1042094,0.1061177,0.1950608,0.1279386,0.2857462,0.4591520,0.3741915
474.885,0.2480809,0.1861856,0.1732820,0.1702851,0.1289521,0.1682871,0.1095136,0.1076821,0.1970079,0.1300344,0.2945753,0.4659426,0.3835681
476.123,0.2465304,0.1893887,0.1729255,0.1721336,0.1257868,0.1715501,0.1167008,0.1102822,0.1985997,0.1327888,0.3022133,0.4696372,0.3892804
477.362,0.2442412,0.1927075,0.1706217,0.1734661,0.1216814,0.1738007,0.1226435,0.1110986,0.1996930,0.1357779,0.3100387,0.4732984,0.3968763
478.600,0.2388505,0.1939215,0.1674433,0.1723187,0.1166723,0.1739158,0.1291970,0.1110825,0.2016549,0.1375187,0.3152591,0.4761459,0.4025112
479.839,0.2336058,0.1949718,0.1630003,0.1702913,0.1130526,0.1755291,0.1366018,0.1123403,0.2018438,0.1397026,0.3187934,0.4756340,0.4066208
481.077,0.2253530,0.1924410,0.1570973,0.1666564,0.1069955,0.1734065,0.1424231,0.1121105,0.2007843,0.1396560,0.3202738,0.4733461,0.4073963
482.316,0.2179905,0.1916970,0.1518207,0.1625790,0.1025984,0.1715096,0.1484562,0.1119860,0.1990908,0.1412286,0.3211289,0.4682143,0.4062814
483.554,0.2070642,0.1870023,0.1432933,0.1553384,0.0956765,0.1670210,0.1523976,0.1102194,0.1965096,0.1407956,0.3200229,0.4645247,0.4064340
484.793,0.1975149,0.1848905,0.1366116,0.1504985,0.0927704,0.1644236,0.1581497,0.1116306,0.1944162,0.1416997,0.3166437,0.4570809,0.4041730
486.031,0.1867241,0.1792521,0.1289860,0.1426092,0.0885694,0.1584966,0.1607986,0.1103438,0.1897808,0.1414016,0.3113703,0.4483567,0.3986944
487.270,0.1772803,0.1741013,0.1218238,0.1346577,0.0849313,0.1531040,0.1637792,0.1102066,0.1857970,0.1414867,0.3051090,0.4374511,0.3923166
488.508,0.1647349,0.1673746,0.1121055,0.1248092,0.0803877,0.1451020,0.1639512,0.1087646,0.1799133,0.1404825,0.2959372,0.4259433,0.3851926
489.747,0.1543995,0.1623217,0.1045314,0.1159560,0.0778877,0.1395141,0.1646150,0.1104522,0.1738298,0.1403063,0.2860331,0.4131636,0.3765964
490.985,0.1436311,0.1551466,0.0971537,0.1075051,0.0781137,0.1310348,0.1651238,0.1122027,0.1676597,0.1416357,0.2739177,0.3973864,0.3650434
492.224,0.1349182,0.1492712,0.0891134,0.0974340,0.0761749,0.1234358,0.1633746,0.1128687,0.1611281,0.1416163,0.2618903,0.3829132,0.3536663
493.462,0.1255702,0.1416989,0.0816852,0.0881034,0.0747253,0.1149845,0.1603281,0.1145260,0.1550352,0.1428241,0.2471812,0.3665000,0.3416193
494.701,0.1175871,0.1375115,0.0746539,0.0787388,0.0747372,0.1082502,0.1558936,0.1181707,0.1470152,0.1430553,0.2314228,0.3493851,0.3266680
495.939,0.1109081,0.1310242,0.0691413,0.0708004,0.0773122,0.0997509,0.1516380,0.1230607,0.1399831,0.1454580,0.2145993,0.3308994,0.3106174
497.178,0.1080703,0.1280681,0.0641577,0.0634568,0.0799498,0.0929380,0.1476122,0.1280681,0.1337169,0.1495914,0.1992765,0.3136554,0.2952245
498.416,0.1052676,0.1235266,0.0591048,0.0555602,0.0822686,0.0861842,0.1413734,0.1329240,0.1283077,0.1527080,0.1809827,0.2960186,0.2794907
499.655,0.1049456,0.1221357,0.0555088,0.0502163,0.0854991,0.0814785,0.1353462,0.1422797,0.1226690,0.1573364,0.1639006,0.2778720,0.2626512
500.893,0.1047959,0.1207644,0.0529697,0.0450059,0.0893583,0.0755135,0.1279522,0.1508636,0.1168029,0.1629931,0.1466570,0.2600702,0.2438566
502.132,0.1094196,0.1224236,0.0518538,0.0420097,0.0955244,0.0717851,0.1221400,0.1611924,0.1142404,0.1713201,0.1318626,0.2446041,0.2274681
503.370,0.1140074,0.1226217,0.0492185,0.0377329,0.0998526,0.0674581,0.1147759,0.1707079,0.1118236,0.1788368,0.1158274,0.2288642,0.2107459
504.609,0.1226395,0.1270713,0.0496763,0.0367032,0.1054361,0.0675243,0.1094650,0.1849262,0.1116406,0.1880285,0.1017296,0.2142163,0.1937092
505.847,0.1301013,0.1303417,0.0497493,0.0342878,0.1099933,0.0650907,0.1007404,0.1974753,0.1098331,0.1972750,0.0892444,0.1994781,0.1761656
507.086,0.1417910,0.1378324,0.0507425,0.0353878,0.1162799,0.0658573,0.0951272,0.2126466,0.1122812,0.2102474,0.0801723,0.1886549,0.1610644
508.324,0.1534031,0.1440517,0.0523282,0.0358935,0.1223246,0.0661364,0.0904899,0.2271003,0.1173106,0.2235189,0.0716677,0.1785127,0.1479514
509.563,0.1677134,0.1525751,0.0527656,0.0357995,0.1269870,0.0688972,0.0855454,0.2430871,0.1221395,0.2356570,0.0650033,0.1699384,0.1343773
510.801,0.1823605,0.1611595,0.0555886,0.0381382,0.1325361,0.0713018,0.0818431,0.2602556,0.1284301,0.2497143,0.0614712,0.1625413,0.1221922
512.040,0.1978112,0.1731784,0.0574240,0.0399248,0.1364460,0.0752778,0.0776426,0.2773850,0.1366825,0.2648518,0.0609711,0.1583987,0.1123650
513.278,0.2137492,0.1833203,0.0592459,0.0424196,0.1412938,0.0789421,0.0762295,0.2944605,0.1479772,0.2812903,0.0616441,0.1563117,0.1043782
514.517,0.2306328,0.1960516,0.0612906,0.0451162,0.1452176,0.0853369,0.0756635,0.3125233,0.1600997,0.2971713,0.0651678,0.1567708,0.0989266
515.755,0.2471021,0.2068218,0.0630526,0.0464413,0.1476296,0.0896072,0.0754525,0.3293785,0.1723515,0.3118704,0.0698375,0.1580019,0.0931556
516.994,0.2645667,0.2211588,0.0650147,0.0490039,0.1498486,0.0950155,0.0760124,0.3463305,0.1862615,0.3291150,0.0778389,0.1625173,0.0902356
518.232,0.2811489,0.2340831,0.0660244,0.0497519,0.1508908,0.1003213,0.0779369,0.3637573,0.2022777,0.3458108,0.0864235,0.1691876,0.0896936
519.471,0.2971274,0.2479669,0.0677503,0.0530640,0.1531242,0.1063212,0.0823593,0.3800664,0.2189807,0.3612447,0.0970456,0.1770088,0.0910165
520.709,0.3126166,0.2609964,0.0681448,0.0531645,0.1532775,0.1106146,0.0858277,0.3958575,0.2355145,0.3758966,0.1075259,0.1862881,0.0928545
521.948,0.3290172,0.2750391,0.0699603,0.0553613,0.1530214,0.1155249,0.0916669,0.4107337,0.2530252,0.3914091,0.1209419,0.1982018,0.0965076
523.186,0.3434991,0.2895784,0.0698929,0.0549983,0.1516784,0.1185409,0.0957949,0.4252076,0.2709121,0.4070031,0.1326657,0.2106410,0.1017604
524.425,0.3574960,0.3038792,0.0706714,0.0565294,0.1515372,0.1231383,0.1023662,0.4393966,0.2892774,0.4202724,0.1455968,0.2236266,0.1077700
525.663,0.3687873,0.3162831,0.0712257,0.0570797,0.1504966,0.1240730,0.1091644,0.4511086,0.3057594,0.4323108,0.1585038,0.2368215,0.1136637
526.902,0.3824391,0.3304762,0.0725963,0.0575764,0.1490614,0.1269866,0.1164423,0.4625074,0.3238386,0.4443773,0.1725015,0.2520768,0.1211835
528.140,0.3933498,0.3437972,0.0726418,0.0578177,0.1469138,0.1266302,0.1224218,0.4731571,0.3410674,0.4555654,0.1840687,0.2659613,0.1285259
529.379,0.4038076,0.3579780,0.0735089,0.0582324,0.1453541,0.1277710,0.1284516,0.4832911,0.3569570,0.4658214,0.1960995,0.2796668,0.1359764
530.617,0.4114363,0.3697268,0.0755493,0.0601846,0.1457397,0.1264027,0.1351343,0.4910329,0.3720128,0.4739069,0.2077231,0.2923787,0.1428541
531.856,0.4204644,0.3831643,0.0768711,0.0615341,0.1457014,0.1250412,0.1418300,0.4981545,0.3864029,0.4823336,0.2192222,0.3065910,0.1503919
533.094,0.4275703,0.3948997,0.0784910,0.0623779,0.1452398,0.1217555,0.1474623,0.5050241,0.4013819,0.4892444,0.2286944,0.3188534,0.1567597
534.333,0.4342128,0.4073877,0.0806227,0.0647782,0.1455482,0.1196075,0.1516281,0.5112244,0.4134676,0.4952325,0.2373726,0.3301182,0.1631983
535.571,0.4366208,0.4173329,0.0836051,0.0684738,0.1476307,0.1155814,0.1552875,0.5149755,0.4233489,0.4983857,0.2448722,0.3393427,0.1673561
536.810,0.4408740,0.4281818,0.0875835,0.0733408,0.1517657,0.1118862,0.1601310,0.5164865,0.4343837,0.5029649,0.2528707,0.3493603,0.1726790
538.048,0.4428580,0.4374917,0.0906179,0.0765584,0.1543689,0.1069671,0.1625971,0.5183073,0.4443963,0.5056430,0.2584739,0.3586438,0.1768355
539.287,0.4441470,0.4469070,0.0958214,0.0831183,0.1600090,0.1046322,0.1649275,0.5212854,0.4529578,0.5072377,0.2631904,0.3659118,0.1797890
540.525,0.4433611,0.4552377,0.1011445,0.0897232,0.1660633,0.0994278,0.1650824,0.5211726,0.4592667,0.5072989,0.2671377,0.3714703,0.1803924
541.764,0.4414413,0.4628253,0.1078511,0.0986767,0.1749693,0.0969177,0.1663467,0.5193893,0.4652396,0.5072832,0.2708868,0.3773238,0.1819708
543.002,0.4382062,0.4691114,0.1126250,0.1057609,0.1822558,0.0922719,0.1662397,0.5169207,0.4707506,0.5067442,0.2721714,0.3818595,0.1821875
544.241,0.4343650,0.4742295,0.1189533,0.1141682,0.1913362,0.0909167,0.1651193,0.5147006,0.4747013,0.5035129,0.2723795,0.3844248,0.1809236
545.479,0.4275740,0.4775484,0.1245374,0.1225770,0.2007285,0.0873888,0.1625167,0.5100119,0.4763522,0.4996449,0.2717361,0.3855410,0.1782998
546.724,0.4199278,0.4813319,0.1304468,0.1312992,0.2110622,0.0858936,0.1585753,0.5043789,0.4772667,0.4958223,0.2710565,0.3870456,0.1750983
547.975,0.4101488,0.4815254,0.1355864,0.1409453,0.2225231,0.0844187,0.1562472,0.4973761,0.4784585,0.4906290,0.2679445,0.3865826,0.1718073
549.225,0.3998381,0.4817770,0.1413980,0.1503327,0.2338615,0.0863587,0.1530672,0.4902030,0.4776117,0.4835576,0.2646403,0.3854025,0.1678843
550.475,0.3876449,0.4794102,0.1475325,0.1606284,0.2458144,0.0877864,0.1491617,0.4817286,0.4757446,0.4753373,0.2601635,0.3824754,0.1618503
551.725,0.3749457,0.4792744,0.1536612,0.1717972,0.2583303,0.0920420,0.1453050,0.4724656,0.4731155,0.4684113,0.2563186,0.3799904,0.1567251
552.976,0.3601860,0.4752425,0.1593419,0.1822186,0.2715846,0.0967673,0.1420008,0.4628254,0.4708384,0.4597976,0.2510628,0.3769766,0.1507172
554.226,0.3445374,0.4702270,0.1650412,0.1925028,0.2842124,0.1041730,0.1401145,0.4518790,0.4672093,0.4502495,0.2457360,0.3732363,0.1455163
555.476,0.3275561,0.4632678,0.1695648,0.2020124,0.2965739,0.1115778,0.1372667,0.4398517,0.4618921,0.4390741,0.2393346,0.3678988,0.1383433
556.727,0.3105541,0.4565558,0.1750299,0.2120126,0.3098121,0.1219006,0.1360585,0.4274682,0.4572088,0.4292194,0.2344219,0.3633272,0.1327045
557.977,0.2922081,0.4493319,0.1786293,0.2214030,0.3221675,0.1324443,0.1353809,0.4151307,0.4528914,0.4188978,0.2288484,0.3594240,0.1268974
559.227,0.2744330,0.4398055,0.1828964,0.2309325,0.3353101,0.1465233,0.1371576,0.4025488,0.4474335,0.4070844,0.2235990,0.3543360,0.1224316
560.478,0.2542505,0.4280040,0.1846903,0.2377572,0.3462135,0.1592300,0.1386500,0.3876086,0.4397346,0.3941353,0.2185002,0.3489771,0.1166883
561.728,0.2365627,0.4169440,0.1874187,0.2450724,0.3574647,0.1742272,0.1422203,0.3731884,0.4336394,0.3823753,0.2153622,0.3445971,0.1124512
562.978,0.2170807,0.4042795,0.1881465,0.2514346,0.3682376,0.1892719,0.1466553,0.3581388,0.4269353,0.3693926,0.2120757,0.3402511,0.1088365
564.229,0.1990862,0.3918503,0.1892750,0.2568200,0.3789377,0.2070186,0.1528335,0.3444644,0.4198225,0.3566911,0.2105673,0.3368600,0.1069089
565.479,0.1808701,0.3761091,0.1885934,0.2605882,0.3883527,0.2230790,0.1610827,0.3280328,0.4113132,0.3426712,0.2098775,0.3321938,0.1049537
566.729,0.1654679,0.3620460,0.1879011,0.2631220,0.3978122,0.2408097,0.1703959,0.3126445,0.4036775,0.3301497,0.2118763,0.3306334,0.1050614
567.980,0.1502446,0.3467113,0.1859603,0.2652331,0.4066560,0.2577592,0.1816720,0.2972730,0.3967010,0.3168768,0.2146615,0.3288535,0.1059217
569.230,0.1362816,0.3321632,0.1833652,0.2659169,0.4145905,0.2770977,0.1931484,0.2825328,0.3879740,0.3033726,0.2188643,0.3275045,0.1083917
570.480,0.1240632,0.3156600,0.1807814,0.2649469,0.4213621,0.2936518,0.2064052,0.2673992,0.3789492,0.2896904,0.2251121,0.3269785,0.1123360
571.731,0.1150042,0.3011527,0.1768507,0.2633523,0.4291739,0.3112200,0.2214801,0.2523553,0.3712069,0.2783570,0.2342085,0.3291102,0.1184348
572.981,0.1070884,0.2856238,0.1725678,0.2598190,0.4358952,0.3286100,0.2378177,0.2376537,0.3633007,0.2653603,0.2437197,0.3322168,0.1259420
574.231,0.1013717,0.2714546,0.1680353,0.2562488,0.4415039,0.3458050,0.2540670,0.2246625,0.3542974,0.2531942,0.2554768,0.3357014,0.1347706
575.481,0.0974176,0.2574584,0.1630604,0.2496691,0.4460141,0.3611211,0.2696055,0.2111001,0.3438611,0.2406788,0.2686447,0.3396405,0.1438102
576.732,0.0968015,0.2451906,0.1583193,0.2442751,0.4518578,0.3761491,0.2877636,0.1982864,0.3357946,0.2306475,0.2833619,0.3467459,0.1563121
577.982,0.0977866,0.2324833,0.1520279,0.2356377,0.4558298,0.3907112,0.3060499,0.1850585,0.3276956,0.2202646,0.2995235,0.3551426,0.1705192
579.232,0.1021498,0.2229805,0.1484056,0.2280042,0.4589855,0.4056592,0.3239022,0.1756083,0.3189901,0.2101792,0.3168317,0.3636829,0.1860279
580.483,0.1056632,0.2130880,0.1428885,0.2182582,0.4607971,0.4173293,0.3397766,0.1644883,0.3088321,0.1993392,0.3338022,0.3729041,0.2009860
581.733,0.1135283,0.2067922,0.1389280,0.2092018,0.4635148,0.4293062,0.3571363,0.1552028,0.3000956,0.1916630,0.3540157,0.3847876,0.2189983
582.983,0.1210697,0.1998773,0.1344629,0.1989790,0.4655365,0.4396892,0.3746831,0.1458145,0.2923231,0.1832583,0.3732948,0.3982438,0.2387503
584.234,0.1320230,0.1950254,0.1305500,0.1877025,0.4655526,0.4504438,0.3900928,0.1377888,0.2837001,0.1749505,0.3921130,0.4110515,0.2584486
585.484,0.1422253,0.1916517,0.1293390,0.1769059,0.4643402,0.4578538,0.4052707,0.1317605,0.2749804,0.1676520,0.4112382,0.4237786,0.2777479
586.734,0.1540589,0.1921937,0.1280844,0.1672474,0.4642333,0.4675416,0.4198397,0.1249549,0.2668537,0.1621955,0.4336093,0.4408965,0.2997130
587.985,0.1660701,0.1907698,0.1274854,0.1571800,0.4623751,0.4729149,0.4337803,0.1197409,0.2603781,0.1564468,0.4519270,0.4566928,0.3210964
589.235,0.1791772,0.1927606,0.1269192,0.1468697,0.4602294,0.4798026,0.4476837,0.1144206,0.2536497,0.1503127,0.4715017,0.4736241,0.3442052
590.485,0.1923684,0.1945229,0.1299373,0.1370230,0.4553549,0.4827883,0.4577966,0.1117441,0.2462297,0.1448748,0.4884856,0.4883420,0.3637190
591.736,0.2054543,0.1987685,0.1328377,0.1296656,0.4505355,0.4865510,0.4690312,0.1064849,0.2397618,0.1412316,0.5090485,0.5052420,0.3857271
592.986,0.2171509,0.2032544,0.1373327,0.1224966,0.4447365,0.4893931,0.4788595,0.1040010,0.2341629,0.1368876,0.5266811,0.5229226,0.4084375
594.236,0.2304165,0.2095964,0.1440477,0.1176987,0.4393156,0.4908181,0.4878295,0.1027560,0.2296694,0.1340859,0.5427689,0.5389834,0.4293537
595.487,0.2422797,0.2143882,0.1511170,0.1123201,0.4313896,0.4894844,0.4949120,0.1006107,0.2240371,0.1301606,0.5583339,0.5541627,0.4484763
596.737,0.2548539,0.2219025,0.1605048,0.1112550,0.4236091,0.4890562,0.5024696,0.0993601,0.2205865,0.1282115,0.5754079,0.5712067,0.4684553
597.987,0.2665443,0.2298625,0.1715911,0.1108640,0.4162389,0.4891421,0.5099131,0.0962834,0.2172771,0.1257005,0.5931506,0.5900810,0.4906769
599.237,0.2767403,0.2375422,0.1841694,0.1133980,0.4067693,0.4864959,0.5143337,0.0974834,0.2148729,0.1238883,0.6055740,0.6035271,0.5083465
600.488,0.2854977,0.2437250,0.1971915,0.1172808,0.3967379,0.4799761,0.5174998,0.0965993,0.2113717,0.1221953,0.6165563,0.6153789,0.5242571
601.738,0.2971377,0.2517862,0.2126402,0.1231782,0.3874788,0.4780266,0.5236884,0.0961328,0.2104165,0.1208512,0.6338869,0.6331629,0.5440113
602.988,0.3050573,0.2592102,0.2279864,0.1310883,0.3776008,0.4712204,0.5272672,0.0944002,0.2094602,0.1193793,0.6462302,0.6463343,0.5607809
604.239,0.3129019,0.2673108,0.2444628,0.1412801,0.3669300,0.4675973,0.5289620,0.0949553,0.2073611,0.1173317,0.6580844,0.6596041,0.5762300
605.489,0.3178775,0.2726983,0.2625421,0.1545412,0.3564081,0.4573416,0.5290629,0.0958554,0.2066309,0.1166912,0.6655430,0.6685270,0.5879582
606.739,0.3264161,0.2808165,0.2810289,0.1685430,0.3472782,0.4518014,0.5326490,0.0936940,0.2064984,0.1162018,0.6798521,0.6845766,0.6046315
607.990,0.3321942,0.2861453,0.3014057,0.1843024,0.3381912,0.4433004,0.5350232,0.0933828,0.2083978,0.1152827,0.6908932,0.6969438,0.6196246
609.240,0.3376839,0.2942512,0.3212615,0.2030641,0.3281762,0.4371361,0.5357780,0.0932399,0.2067915,0.1140919,0.7013517,0.7074560,0.6331775
610.490,0.3408033,0.2991429,0.3414525,0.2228017,0.3189992,0.4259635,0.5331443,0.0942498,0.2062458,0.1134027,0.7074685,0.7141233,0.6412447
611.741,0.3456075,0.3050507,0.3611306,0.2426304,0.3117191,0.4162814,0.5339071,0.0917175,0.2063916,0.1144555,0.7183805,0.7248849,0.6536098
612.991,0.3494632,0.3089745,0.3804380,0.2617931,0.3027796,0.4057158,0.5340956,0.0901591,0.2076424,0.1120627,0.7274121,0.7369259,0.6666792
614.241,0.3505220,0.3122812,0.3980164,0.2812315,0.2942199,0.3953964,0.5305770,0.0899160,0.2072026,0.1107088,0.7334316,0.7425179,0.6749555
615.492,0.3514476,0.3157396,0.4173440,0.3018845,0.2876914,0.3837200,0.5276783,0.0889883,0.2041663,0.1083630,0.7407434,0.7498112,0.6835769
616.742,0.3523388,0.3191828,0.4353990,0.3240086,0.2822798,0.3715283,0.5238527,0.0881131,0.2046131,0.1090059,0.7473715,0.7570230,0.6907679
617.992,0.3533199,0.3211580,0.4529757,0.3461152,0.2786213,0.3597177,0.5227175,0.0857074,0.2050754,0.1080709,0.7568423,0.7668137,0.7030086
619.242,0.3550237,0.3234375,0.4713446,0.3662711,0.2758252,0.3503032,0.5196563,0.0861334,0.2048438,0.1068218,0.7620304,0.7732779,0.7093480
