ListNo.164

Measurement condition:
Measurement(Import) date,2018/04/10 11:42:49
Sample name,AG_APR02_A_PSPQ_405nm_2hr30min
Measurement version,5.1.7.12
System type,Spectroscopy
Measurement wavelength(Lower limit)[nm],186.363
Measurement wavelength(Upper limit)[nm],818.449
Measurement mode,Real-time monitor
Data type,Absolute Reflectance
StandardReflector,Air/Si
Lens,None (NA : 0)
Sample/Reference conditions,The same condition
Samplemeasurement condition,
  Exposure time[ms],49
  Num. of Accum.,1
  Amp gain,Normal
  Correction of ambient light,It doesn't do.
Referencemeasurement condition,
  Exposure time[ms],49
  Num. of Accum.,1
  Amp gain,Normal
  Correction of ambient light,It doesn't do.

Analysis condition:

Layer structure:
Layer,Material,Parameter name,Parameter value,Free,Bind no.

Incident angle,0,0,0,0,0
Wavelength,RMeasured data,RReferenceDark,RReferenceSignal,RSampleDark,RSampleSignal
259.242,0.0547795529355925,0.00527962157625696,0.650751506828412,0.00527962157625696,0.0548409246967269
260.457,0.0535577976761937,0.00474555580987259,0.684122987716487,0.00474555580987259,0.0554665445944915
261.671,0.0520453583947599,0.00502021820401312,0.722652018005646,0.00502021820401312,0.0567940794995041
262.886,0.0506912411389508,0.0046845197222858,0.762767986572061,0.0046845197222858,0.0576791027695125
264.101,0.0487538999255142,0.00538643472953384,0.800503547722591,0.00538643472953384,0.0585641260395209
265.315,0.0475930285638461,0.00509651331349661,0.828854810406653,0.00509651331349661,0.058609903105211
266.53,0.0471316454752673,0.00502021820401312,0.844037537193866,0.00502021820401312,0.0587624933241779
267.744,0.0464906095129328,0.00476081483176928,0.842359044785229,0.00476081483176928,0.0574807354848554
268.959,0.0459027686872326,0.00515754940108339,0.825329976348516,0.00515754940108339,0.0559700923170825
270.174,0.045137546744267,0.00532539864194705,0.795788509956512,0.00532539864194705,0.0533760585946441
271.388,0.0459236843922684,0.00482185091935607,0.759319447623407,0.00482185091935607,0.0514381628137636
272.603,0.0462979318939671,0.00471503776607919,0.71953917753872,0.00471503776607919,0.0492408636606394
273.818,0.0458131856022002,0.00508125429159991,0.68014038300145,0.00508125429159991,0.0467383840695811
275.032,0.0449338449898832,0.00535591668574044,0.64286259250782,0.00535591668574044,0.0440222781719692
276.247,0.0455780998202394,0.00497444113832303,0.609277485313191,0.00497444113832303,0.0422522316319524
277.462,0.0456032378497373,0.00473029678797589,0.578850995651179,0.00473029678797589,0.0402838178072786
278.676,0.0452906716860005,0.00515754940108339,0.551812008850233,0.00515754940108339,0.0389105058365759
279.891,0.0445030719883972,0.00521858548867018,0.527748531319142,0.00521858548867018,0.0370489051651789
281.106,0.0447138317703051,0.00529488059815366,0.507103074692912,0.00529488059815366,0.0361333638513771
282.32,0.0459140490256192,0.00459296559090562,0.489768825818265,0.00459296559090562,0.0353398947127489
283.535,0.046209816383689,0.00517280842298009,0.476585030899519,0.00517280842298009,0.0353704127565423
284.75,0.0466571594754967,0.00498970016021973,0.467826352330816,0.00498970016021973,0.0350652323186084
285.964,0.0468645116754112,0.00520332646677348,0.464087891966125,0.00520332646677348,0.0353246356908522
287.179,0.0466438225463378,0.00502021820401312,0.464698252841993,0.00502021820401312,0.0352635996032654
288.393,0.0462813814081203,0.00515754940108339,0.469947356374456,0.00515754940108339,0.0357976653696498
289.608,0.0455305659356043,0.00491340505073625,0.480003051804379,0.00491340505073625,0.0360723277637903
290.823,0.0444980614229533,0.00506599526970321,0.496147096971084,0.00506599526970321,0.0369878690775921
292.037,0.0426352825852336,0.00509651331349661,0.517845426108187,0.00509651331349661,0.0374761577782864
293.252,0.0414412301940767,0.00500495918211643,0.544991226062409,0.00500495918211643,0.0386053253986419
294.467,0.0405070774425203,0.00494392309452964,0.57607385366598,0.00494392309452964,0.0401464866102083
295.681,0.0402208590973458,0.00506599526970321,0.608972304875257,0.00506599526970321,0.0424963759822995
296.896,0.0402088664179302,0.00483710994125277,0.639780270084688,0.00483710994125277,0.0446478980697337
298.111,0.0393239276322194,0.00546272983901732,0.66678873884184,0.00546272983901732,0.0464637216754406
299.325,0.0398231703247435,0.00492866407263294,0.688578622110323,0.00492866407263294,0.0482642862592508
300.54,0.0399953423847426,0.00495918211642634,0.70609597924773,0.00495918211642634,0.0500190737773709
301.755,0.0393449091383178,0.00482185091935607,0.718684672312505,0.00482185091935607,0.0503395132372015
302.969,0.0374748431972911,0.00541695277332723,0.726176852063783,0.00541695277332723,0.0495307850766766
304.184,0.0358263526191941,0.00503547722590982,0.728923476005188,0.00503547722590982,0.047699702449073
305.398,0.03415034339041,0.00489814602883955,0.727519645990692,0.00489814602883955,0.0457770656900893
306.613,0.0318801183891513,0.00495918211642634,0.7196307316701,0.00495918211642634,0.0429388876173037
307.828,0.0294851799948315,0.00531013962005036,0.706843671320668,0.00531013962005036,0.0399938963912413
309.042,0.027739237926387,0.00515754940108339,0.688807507438773,0.00515754940108339,0.0371252002746624
310.257,0.0275193181838071,0.00483710994125277,0.666346227206836,0.00483710994125277,0.0356755931944762
311.472,0.0279422952386849,0.00462348363469902,0.640802624551766,0.00462348363469902,0.034882124055848
312.686,0.0287853847386853,0.00515754940108339,0.6133974212253,0.00515754940108339,0.0350804913405051
313.906,0.0305158857121331,0.0051117723353933,0.58480201419089,0.0051117723353933,0.0354619668879225
315.128,0.0334238550421276,0.00497444113832303,0.556969558251316,0.00497444113832303,0.036743724727245
316.349,0.0365897510810336,0.00463874265659571,0.530388342107271,0.00463874265659571,0.0378728923476005
317.571,0.0392085787983016,0.00518806744487678,0.5062333104448,0.00518806744487678,0.0392309452964065
318.792,0.0414066937710183,0.00497444113832303,0.484885938811322,0.00497444113832303,0.039505607690547
320.014,0.0425083217676726,0.00541695277332723,0.466544594491493,0.00541695277332723,0.0395666437781338
321.235,0.0438474496867439,0.00465400167849241,0.450644693675135,0.00465400167849241,0.038803692683299
322.457,0.0432745372714006,0.00514229037918669,0.437140459296559,0.00514229037918669,0.0378576333257038
323.678,0.0424215200435046,0.00488288700694286,0.42581826504921,0.00488288700694286,0.0361943999389639
324.9,0.0407267582667974,0.00517280842298009,0.41699855039292,0.00517280842298009,0.0346379797055009
326.121,0.0398008345586524,0.00494392309452964,0.408850232700084,0.00494392309452964,0.0332341496910048
327.343,0.0396433111642593,0.00508125429159991,0.402075226977951,0.00508125429159991,0.032822156099794
328.564,0.0409909760213703,0.00506599526970321,0.396871900511177,0.00506599526970321,0.0334172579537652
329.786,0.0443614390959308,0.00497444113832303,0.393575951781491,0.00497444113832303,0.0354467078660258
331.007,0.048907031612297,0.0051117723353933,0.391073472190433,0.0051117723353933,0.0385137712672618
332.229,0.0555298950930687,0.0051117723353933,0.389059281300069,0.0051117723353933,0.0428778515297169
333.45,0.0639372276745863,0.00486762798504616,0.388754100862135,0.00486762798504616,0.0483863584344243
334.672,0.0730266152868379,0.00500495918211643,0.390112153810941,0.00500495918211643,0.0549019607843137
335.893,0.0816241880800992,0.00497444113832303,0.392401007095445,0.00497444113832303,0.0611123826962692
337.115,0.0892894416711865,0.00546272983901732,0.396231021591516,0.00546272983901732,0.0674296177615015
338.336,0.0968527417595992,0.00483710994125277,0.401342793926909,0.00483710994125277,0.0730601968413825
339.558,0.102195239652911,0.00512703135729,0.408438239108873,0.00512703135729,0.0783550774395361
340.779,0.105557989133314,0.00476081483176928,0.415762569619287,0.00476081483176928,0.0818341344319829
342.001,0.10482940295653,0.00552376592660411,0.424338139925231,0.00552376592660411,0.0834973678187228
343.222,0.103373351158573,0.00500495918211643,0.432364385442893,0.00500495918211643,0.0834210727092393
344.444,0.0999926955561288,0.00488288700694286,0.441687647821775,0.00488288700694286,0.0823529411764706
345.665,0.0946699886701956,0.00491340505073625,0.451255054551003,0.00491340505073625,0.0797741664759289
346.887,0.0882490392000464,0.00527962157625696,0.460425726710918,0.00527962157625696,0.0763408865491722
348.108,0.0818876445069205,0.00521858548867018,0.467719539177539,0.00521858548867018,0.0721141374837873
349.33,0.0771827803596397,0.00494392309452964,0.474082551308461,0.00494392309452964,0.0687571526665141
350.551,0.0742280000501622,0.00482185091935607,0.479606317235065,0.00482185091935607,0.0667734798199435
351.773,0.0727068717466997,0.00521858548867018,0.483710994125277,0.00521858548867018,0.0661936369878691
352.994,0.074098867386432,0.00523384451056687,0.486091401541161,0.00523384451056687,0.0674601358052949
354.216,0.0791279443939208,0.00529488059815366,0.487281605249104,0.00529488059815366,0.0716411078049897
355.437,0.0868450556277641,0.00483710994125277,0.48711375600824,0.00483710994125277,0.0773785000381476
356.659,0.0971020363580008,0.00521858548867018,0.485008010986496,0.00521858548867018,0.0855420767528801
357.88,0.109243747984641,0.00492866407263294,0.481177996490425,0.00492866407263294,0.0941786831464103
359.101,0.122252156117078,0.00529488059815366,0.476478217746242,0.00529488059815366,0.103669794766155
360.323,0.136177996212106,0.00486762798504616,0.470130464637217,0.00486762798504616,0.11261158159762
361.544,0.148965714998864,0.00518806744487678,0.46337071793698,0.00518806744487678,0.120927748531319
362.766,0.160658000574769,0.00494392309452964,0.454993514915694,0.00494392309452964,0.127260242618448
363.987,0.170329395152342,0.00512703135729,0.447104600595102,0.00512703135729,0.132417792019532
365.209,0.177653748706334,0.00517280842298009,0.43939879453727,0.00517280842298009,0.135683222705425
366.434,0.181958732168239,0.00518806744487678,0.431662470435645,0.00518806744487678,0.136751354238193
367.659,0.183597005358363,0.00500495918211643,0.419363698786908,0.00500495918211643,0.134477759975586
368.884,0.182189746508542,0.00498970016021973,0.402792401007095,0.00498970016021973,0.128862439917601
370.11,0.177610788533077,0.00517280842298009,0.385885404745556,0.00517280842298009,0.121461814297704
371.335,0.170412402627484,0.00514229037918669,0.37071793698024,0.00514229037918669,0.112947280079347
372.56,0.161284884580951,0.00477607385366598,0.359227893492027,0.00477607385366598,0.10447852292668
373.785,0.150065812935582,0.00508125429159991,0.351171129930571,0.00508125429159991,0.0963759822995346
375.01,0.137542289566036,0.00497444113832303,0.343862058442054,0.00497444113832303,0.0876173037308308
376.235,0.123024719022449,0.00546272983901732,0.33824673838407,0.00546272983901732,0.0786907759212634
377.46,0.109237042934598,0.00488288700694286,0.333775844968338,0.00488288700694286,0.0697337300679026
378.686,0.0963957256825066,0.00503547722590982,0.32808422980087,0.00503547722590982,0.0617532616159304
379.911,0.0838712582135288,0.00489814602883955,0.317448691538872,0.00489814602883955,0.0530708781567101
381.136,0.0712070080305423,0.00540169375143053,0.305668726634623,0.00540169375143053,0.0450293736171511
382.361,0.0609501644329679,0.00506599526970321,0.296665903715572,0.00506599526970321,0.0382848859388113
383.586,0.0535088352557539,0.00494392309452964,0.28909742885481,0.00494392309452964,0.0336003662165255
384.811,0.0478522384186822,0.00483710994125277,0.282505531395438,0.00483710994125277,0.0300907911802853
386.037,0.0429592234135324,0.00514229037918669,0.281528953994049,0.00514229037918669,0.0278782330052644
387.262,0.0401524459030844,0.00538643472953384,0.280201419089036,0.00538643472953384,0.0266727702754253
388.487,0.0404146339610766,0.00488288700694286,0.274784466315709,0.00488288700694286,0.0260776684214542
389.712,0.0412959483749365,0.00491340505073625,0.267139696345464,0.00491340505073625,0.0261081864652476
390.937,0.0418910477073062,0.00526436255436027,0.267597467002365,0.00526436255436027,0.0269169146257725
392.162,0.042528003412607,0.00505073624780652,0.27006942854963,0.00505073624780652,0.0274052033264668
393.388,0.0441529467972834,0.00505073624780652,0.267368581673915,0.00505073624780652,0.0281681544213016
394.613,0.0453124134420657,0.00486762798504616,0.258701457236591,0.00486762798504616,0.0279697871366445
395.838,0.0449646818653853,0.00515754940108339,0.256412603952087,0.00515754940108339,0.0279850461585412
397.063,0.0447108049888937,0.00500495918211643,0.258884565499352,0.00500495918211643,0.0280766002899214
398.288,0.0432959687281307,0.00534065766384375,0.258319981689174,0.00534065766384375,0.0277256427862974
399.513,0.0422140699721511,0.0051117723353933,0.249988555733577,0.0051117723353933,0.0263523308155947
400.738,0.0411968311095011,0.00514229037918669,0.240207522697795,0.00514229037918669,0.0251468680857557
401.964,0.0403546676922621,0.00500495918211643,0.235507743953613,0.00500495918211643,0.0243228809033341
403.189,0.0392996399552564,0.00505073624780652,0.235538261997406,0.00505073624780652,0.0239566643778134
404.414,0.038861864463679,0.00523384451056687,0.235339894712749,0.00523384451056687,0.0239871824216068
405.645,0.038872531207131,0.00509651331349661,0.231982909895476,0.00509651331349661,0.0236820019836728
406.878,0.041606575985592,0.00495918211642634,0.226123445487144,0.00495918211642634,0.0244449530785077
408.112,0.045312217392223,0.00498970016021973,0.222919050888838,0.00498970016021973,0.0260013733119707
409.346,0.0487878712567643,0.00529488059815366,0.221576256961929,0.00529488059815366,0.027847714961471
410.58,0.0541118493701867,0.00537117570763714,0.221301594567788,0.00537117570763714,0.0304570077058061
411.813,0.061836488668337,0.00489814602883955,0.222247653925383,0.00489814602883955,0.0338750286106661
413.047,0.0709321496055344,0.00498970016021973,0.221881437399863,0.00498970016021973,0.038300144960708
414.281,0.0795778157195724,0.00512703135729,0.21884489204242,0.00512703135729,0.0420996414129854
415.515,0.0886985280527223,0.0055542839703975,0.215365835049973,0.0055542839703975,0.0461738002594034
416.749,0.100068024526871,0.00500495918211643,0.213351644159609,0.00500495918211643,0.0506904707408255
417.982,0.111778118760072,0.00495918211642634,0.213473716334783,0.00495918211642634,0.0562294956893263
419.216,0.122884942691032,0.00506599526970321,0.216388189517052,0.00506599526970321,0.0624093995574884
420.45,0.132394217504858,0.00531013962005036,0.222156099794003,0.00531013962005036,0.0689402609292744
421.684,0.141155269666926,0.00534065766384375,0.226291294728008,0.00534065766384375,0.0747234302281224
422.917,0.150095428136891,0.00486762798504616,0.226596475165942,0.00486762798504616,0.079163805600061
424.151,0.156726062425351,0.00527962157625696,0.22383459220264,0.00527962157625696,0.0820172426947433
425.385,0.162273307394723,0.00518806744487678,0.22240024414435,0.00518806744487678,0.0844281681544213
426.619,0.165198421233207,0.00544747081712062,0.222827496757458,0.00544747081712062,0.0864576180666819
427.852,0.167629534459214,0.00498970016021973,0.225650415808347,0.00498970016021973,0.088715953307393
429.086,0.167503157429668,0.00497444113832303,0.227023727779049,0.00497444113832303,0.0894331273365377
430.32,0.165794113474277,0.0051117723353933,0.226184481574731,0.0051117723353933,0.0886091401541161
431.554,0.160736048693035,0.00514229037918669,0.223392080567636,0.00514229037918669,0.0853131914244297
432.788,0.155001907093235,0.00514229037918669,0.221469443808652,0.00514229037918669,0.0820172426947433
434.021,0.147479731836546,0.00503547722590982,0.220813305867094,0.00503547722590982,0.0782177462424659
435.255,0.138253938840955,0.00523384451056687,0.219531548027771,0.00523384451056687,0.0735637445639735
436.491,0.128055833879894,0.00494392309452964,0.218585488670176,0.00494392309452964,0.0682230869001297
437.73,0.116367994383416,0.00518806744487678,0.217608911268788,0.00518806744487678,0.0625314717326619
438.968,0.104352484025294,0.00529488059815366,0.2170901045243,0.00529488059815366,0.0567177843900206
440.207,0.0928592142624249,0.00503547722590982,0.217425803006027,0.00503547722590982,0.0510566872663462
441.445,0.0817935975309257,0.00506599526970321,0.217929350728618,0.00506599526970321,0.0458075837338827
442.684,0.072400136206317,0.00492866407263294,0.216708628976883,0.00492866407263294,0.0409094377050431
443.922,0.0625817533359886,0.00544747081712062,0.214373998626688,0.00544747081712062,0.0362096589608606
445.161,0.0561250722526038,0.00506599526970321,0.211261158159762,0.00506599526970321,0.0323643854428931
446.399,0.0512406659919529,0.00506599526970321,0.208041504539559,0.00506599526970321,0.0296635385671778
447.638,0.0502539616169642,0.00483710994125277,0.204852368963149,0.00483710994125277,0.0286717021438926
448.876,0.0496702388895956,0.00523384451056687,0.201251239795529,0.00523384451056687,0.0283817807278553
450.115,0.0519716487474187,0.00526436255436027,0.197421225299458,0.00526436255436027,0.0290684367132067
451.353,0.057315995684623,0.00494392309452964,0.193896391241321,0.00494392309452964,0.0308232242313268
452.592,0.0659689323011206,0.00503547722590982,0.190417334248875,0.00503547722590982,0.034332799267567
453.83,0.0755093634358499,0.00523384451056687,0.187167162584878,0.00523384451056687,0.0382238498512245
455.069,0.0868546899176999,0.00546272983901732,0.184557869840543,0.00546272983901732,0.0429083695735103
456.307,0.100197987005798,0.00502021820401312,0.183184557869841,0.00502021820401312,0.0480964370183871
457.546,0.115623792300827,0.00473029678797589,0.181795986877241,0.00473029678797589,0.0542458228427558
458.784,0.129935549568267,0.00512703135729,0.179522392614633,0.00512703135729,0.0600595101853971
460.023,0.144768429798203,0.00535591668574044,0.175677119096666,0.00535591668574044,0.0652628366521706
461.261,0.158994372465264,0.00532539864194705,0.172365911345083,0.00532539864194705,0.0699931334401465
462.5,0.174489030938714,0.00491340505073625,0.170977340352483,0.00491340505073625,0.0756237125200275
463.738,0.188527771857923,0.00527962157625696,0.17071793698024,0.00527962157625696,0.0815594720378424
464.977,0.201368977352965,0.0051117723353933,0.1690547035935,0.0051117723353933,0.0860303654535744
466.215,0.211416931393027,0.00541695277332723,0.16586556801709,0.00541695277332723,0.0887464713511864
467.454,0.22215277563615,0.00491340505073625,0.161791409170672,0.00491340505073625,0.0906996261539635
468.692,0.230328084690603,0.00506599526970321,0.158190280003052,0.00506599526970321,0.0920576791027695
469.931,0.238384270889048,0.00518806744487678,0.154802777141985,0.00518806744487678,0.093339436942092
471.169,0.242701825424145,0.00506599526970321,0.153643091477836,0.00506599526970321,0.0943770504310674
472.408,0.246263987002702,0.00521858548867018,0.153337911039902,0.00521858548867018,0.0957503624017701
473.646,0.247746294151294,0.00520332646677348,0.153109025711452,0.00520332646677348,0.0963302052338445
474.885,0.248080915976924,0.00520332646677348,0.152346074616617,0.00520332646677348,0.0961470969710842
476.123,0.246530368906737,0.00503547722590982,0.151720454718853,0.00503547722590982,0.0952925917448691
477.362,0.244241217810746,0.00498970016021973,0.150881208514534,0.00498970016021973,0.0940871290150301
478.6,0.238850483467751,0.00537117570763714,0.15030136568246,0.00537117570763714,0.0920881971465629
479.839,0.233605810082252,0.00485236896314946,0.149950408178836,0.00485236896314946,0.089921416037232
481.077,0.225353008604457,0.00520332646677348,0.149950408178836,0.00520332646677348,0.0872205691615167
482.316,0.217990456907444,0.00474555580987259,0.1505760280766,0.00474555580987259,0.0848249027237354
483.554,0.207064187323151,0.00558480201419089,0.155672541390097,0.00558480201419089,0.0840161745632105
484.793,0.19751494717892,0.00498970016021973,0.162752727550164,0.00498970016021973,0.0837720302128633
486.031,0.186724073639631,0.00502021820401312,0.164675364309148,0.00502021820401312,0.080521858548867
487.27,0.177280330670312,0.00480659189745937,0.158052948805982,0.00480659189745937,0.0737315938048371
488.508,0.16473491339411,0.00556954299229419,0.151140611886778,0.00556954299229419,0.0665140764476997
489.747,0.154399517383583,0.00526436255436027,0.149019607843137,0.00526436255436027,0.0617685206378271
490.985,0.143631133221423,0.00488288700694286,0.14882124055848,0.00488288700694286,0.057602807660029
492.224,0.134918239956612,0.00491340505073625,0.14850080109865,0.00491340505073625,0.0543984130617227
493.462,0.125570205512531,0.00518806744487678,0.148287174792096,0.00518806744487678,0.0511635004196231
494.701,0.117587137094749,0.00531013962005036,0.148149843595026,0.00531013962005036,0.048355840390631
495.939,0.110908107276822,0.00524910353246357,0.148561837186236,0.00524910353246357,0.0460517280842298
497.178,0.108070307940882,0.00477607385366598,0.148714427405203,0.00477607385366598,0.0447699702449073
498.416,0.105267552548872,0.00521858548867018,0.148989089799344,0.00521858548867018,0.0441901274128328
499.655,0.104945602413619,0.00508125429159991,0.149294270237278,0.00508125429159991,0.0441138323033494
500.893,0.104795873792947,0.00532539864194705,0.149980926222629,0.00532539864194705,0.0444800488288701
502.132,0.109419641705019,0.00483710994125277,0.150453955901427,0.00483710994125277,0.0460517280842298
503.37,0.114007446282051,0.00531013962005036,0.150957503624018,0.00531013962005036,0.0483253223468376
504.609,0.122639520468691,0.00494392309452964,0.150926985580224,0.00494392309452964,0.0513923857480735
505.847,0.130101347194678,0.00527962157625696,0.151888303959716,0.00527962157625696,0.0548409246967269
507.086,0.141791041535869,0.00509651331349661,0.151735713740749,0.00509651331349661,0.0592050049591821
508.324,0.153403106495329,0.00500495918211643,0.152132448310063,0.00500495918211643,0.0638284885938811
509.563,0.167713396627371,0.00517280842298009,0.152315556572824,0.00517280842298009,0.0695811398489357
510.801,0.182360537917345,0.00505073624780652,0.152925917448692,0.00505073624780652,0.0755321583886473
512.04,0.197811196055489,0.00518806744487678,0.153109025711452,0.00518806744487678,0.0817730983443961
513.278,0.213749195466876,0.00526436255436027,0.153353170061799,0.00526436255436027,0.0882276646066987
514.517,0.230632823954979,0.00494392309452964,0.153398947127489,0.00494392309452964,0.0948043030441749
